Report Name|Schedule Name|Line Item #|Line Item Name|Technical Line Item Name|MDRM|Description|Static or Dynamic|Mandatory or Optional|Format|# of reports or schedules used in|Other Schedule Reference|Source Page|Table Row
FR Y-14Q|Schedule H: Wholesale Risk|37|# Days Principal or Interest Past Due|PastDue|G077|Report the longest number of days principal and/or interest payments are past due, if such payments are past due 30 days or more. Report the number of days past due as of the last day of the reporting period or disposition date. If payments are not past due 30 days or more, enter ‘0’ (zero).|Dynamic|Mandatory|Numbers only. For fully undrawn commitments, enter ‘0’ (zero).|1||240|2
FR Y-14Q|Schedule H: Wholesale Risk|38|Non-Accrual Date|NonAccrualD ate|G078|Report the date the credit facility was placed on non- accrual, if applicable. If there is no non-accrual date, enter ‘9999-12-31’. For fully undrawn commitments, enter ‘9999-12- 31’.|Dynamic|Mandatory|Must be in yyyy-mm-dd format, e.g.: 2005-02-01 1999-12-14|1||240|3
FR Y-14Q|Schedule H: Wholesale Risk|39|Property Size|PropertySize|K471|Report this field only in cases where the facility is secured by one property. If the single property securing the facility consists of one single property type, report the size for the property type as detailed in the list below. If the single property securing the facility consists of multiple ...|Dynamic|Mandatory|Whole number (no commas or decimals). If the facility is secured by a single property which is comprised of multiple property types and no|1||240|4
FR Y-14Q|Schedule H: Wholesale Risk|40|Interest Rate Spread|InterestRateSpr ead|CLCOK463|For floating rate credit facilities, report the spread over base rate in basis points. If the credit facility is fixed or entirely fee based (as designated in Field 37) populate ‘NA’. If the facility includes multiple draws with different spreads, provide the spread that approximates the overall ...|Dynamic|Mandatory|Provide as a decimal, e.g.: 0.0575 for 5.75% Enter ‘NA’ if the credit facility is fixed or entirely fee based Negative numbers can be submitted. For negative values use a negative sign ‘-‘ not parenthesis ().|1||187|2
FR Y-14Q|Schedule H: Wholesale Risk|40|Net Operating|Net Operating|K472|Report the most recent annualized NOI (as defined|Dynamic|Mandatory|Refer to Field 12 for allowable|1||241|2
FR Y-14Q|Schedule H: Wholesale Risk|41|Interest Rate Ceiling|InterestRateCeil ing|CLCOK464|For floating rate credit facilities, report the rate ceiling if one is contained in the credit agreement. If there is no ceiling, populate with ‘NONE’. If the credit facility is fixed or entirely fee based (as designated in Field 37) populate ‘NA’. For facilities with multiple interest rate ceili...|Dynamic|Mandatory|Provide as a decimal, e.g.: 0.0575 for 5.75% Enter ‘NA’ if the credit facility is fixed or entirely fee based Enter ‘NONE’ if no ceiling.|1||188|1
FR Y-14Q|Schedule H: Wholesale Risk|41|Last NOI Date|LastNOIDate|K473|Report the date for the value provided in CurrentNetOperatingInc (Field 40).|Dynamic|Mandatory|Must be in yyyy-mm-dd format, e.g.: 2005-02-01 1999-12-14 Must be before or equal to the report date. This date may be Null (i.e. blank) if the Net Operating Income (NOI) Current (Field 40) is ‘NA’.|1||242|2
FR Y-14Q|Schedule H: Wholesale Risk|42|Interest Rate Floor|InterestRateFlo or|CLCOK465|For floating rate credit facilities, report the rate floor if one is contained in the credit agreement. If there is no floor, populate with ‘NONE’. If the credit facility is fixed or entirely fee based (as designated in Field 37) populate ‘NA’. For facilities with multiple interest rate floors, p...|Dynamic|Mandatory|Provide as a decimal, e.g.: 0.0575 for 5.75% Enter ’NA’ if the credit facility is fixed or entirely fee based Enter ‘NONE’ if no floor.|1||188|2
FR Y-14Q|Schedule H: Wholesale Risk|42|Current Value|CurrentValue|M209|Report the most recent value of the subject property, which may be either from an appraisal or an independent evaluation depending on legal (12 CFR 34) and bank policy requirements. If the most recent valuation is the value reported in field 13, then report the amount reported in field 13. Value ...|Dynamic|Mandatory|Rounded whole dollar amount with no cents, e.g.: 20000000 Supply numeric values without any non-numeric formatting such as dollar signs, commas or decimals.|1||242|3
FR Y-14Q|Schedule H: Wholesale Risk|43|Interest Income Tax Status|TaxStatus|CLCOM299|Report the tax status of interest income for Federal or State Income Tax purposes. Interest Income Tax Status should be determined by whether the interest income received by the BHC or IHC or SLHC is tax exempt (at Federal, State, etc.).|Dynamic|Mandatory|1. Taxable 2. Tax Exempt If federal or state tax exempt, choose ’2’.|1||189|1
FR Y-14Q|Schedule H: Wholesale Risk|43|Last Valuation Date|LastValuation Date|K475|Report the date of the most recent valuation provided in Current Value (Field 42).|Dynamic|Mandatory|Must be in yyyy-mm-dd format, e.g.: 2005-02-01 1999-12-14 Must be before or equal to the|1||242|4
FR Y-14Q|Schedule H: Wholesale Risk|44|Guarantor Flag|GuarantorFlag|CLCGM318|Indicate if the credit facility is guaranteed. Report the option that reflects the guarantee of the guarantor identified in Field 45. Option 1 (Full guarantee) should be selected when there is explicit recourse for full repayment of the credit obligation by a single guarantor other than a U.S. Go...|Dynamic|Mandatory|1. Full guarantee 2. Partial guarantee 3. U.S. Government Agency Guarantee 4. No guarantee|1||190|1
FR Y-14Q|Schedule H: Wholesale Risk|44|Cross Collateralized Loan Numbers|CrossCollaterl izedLoans|M290|Report the LoanNumbers (Field 1) for all the loans which are cross- collateralized with loans reported in Field 1. This includes loans that have a committed balance less than $1 million. One loan secured by multiple properties is not considered cross-collateralized for the purpose of this field. ...|Dynamic|Mandatory|Provide the LoanNumber separated by a , (comma). For example, if loans 123 and XYZ are cross- collateralized then enter 123, XYZ. Leave blank if loan is not cross collateralized.|1||243|2
FR Y-14Q|Schedule H: Wholesale Risk|45|Guarantor Internal ID|GuarantorInter nalID|CLCGM300|Report the unique guarantor identifier. For facilities with multiple guarantors, provide the unique guarantor identifier for the primary or most substantial guarantor.|Dynamic|Mandatory|Must not contain a carriage return, line feed, comma or any unprintable character. If the credit facility is not guaranteed, enter ‘NA’.|1||191|1
FR Y-14Q|Schedule H: Wholesale Risk|45|Additional Collateral|AdditionalColl ateral|M291|Report the value of any cash and marketable securities that are pledged as collateral and where the bank has a first perfected security interest.|Dynamic|Optional|Rounded whole dollar amount with no cents, e.g.: 20000000 Supply numeric values without any non-numeric formatting such as dollar signs, commas or decimals.|1||243|3
FR Y-14Q|Schedule H: Wholesale Risk|46|Guarantor Name|GuarantorNam e|CLCG9017|"Report the guarantor name on the credit facility. Full legal corporate name is desirable. If the guarantor is an individual(s) (Natural Person (s)), do not report the name; instead substitute with the text: ""Individual."" For facilities with multiple guarantors, provide the guarantor name for the ..."|Dynamic|Mandatory|Must not contain a carriage return, line feed, comma or any unprintable character. If the credit facility is not guaranteed, enter ‘NA’|1||191|2
FR Y-14Q|Schedule H: Wholesale Risk|47|Guarantor TIN|GuarantorTIN|CLCG6191|Report the Taxpayer Identification Number (TIN) assigned to the guarantor by the U.S. Internal Revenue Service (IRS) in the administration of tax laws. If the guarantor is an individual(s) (Natural Person(s)), do not report Social Security Number; instead enter ‘NA’. If, the guarantor does not ha...|Dynamic|Mandatory|The 9 digit identification assigned by the Internal Revenue Service for the guarantor identified in Field 45. Allowable forms are either ##-#######, #########, or ‘NA’. If the credit facility is not guaranteed, enter ‘NA’|1||191|3
FR Y-14Q|Schedule H: Wholesale Risk|48|Guarantor Internal Risk Rating|GuarantorInter nalRiskRating|CLCGG080|Report the guarantor rating grade from the reporting entity’s internal risk rating system. This is the reporting entity’s probability of default (PD) rating. If the reporting entity uses a one-dimensional risk rating system, record that rating here. For facilities with multiple guarantors, provid...|Dynamic|Mandatory|Free text indicating the obligor rating grade. If the credit facility is not guaranteed or if the guarantor does not have a rating, enter ‘NA’|1||192|1
FR Y-14Q|Schedule H: Wholesale Risk|49|Entity Internal ID|EntityInternalI D|CLCEM300|Report the reporting BHC’s or IHC’s or SLHC’s unique internal identifier for the entity that is the primary source of repayment for the facility in Field 15|Dynamic|Mandatory|Must not contain a carriage return, line feed, comma or any unprintable character. Leave blank if the entity is the same as the Obligor identified in Field 2.|1||192|2
FR Y-14Q|Schedule H: Wholesale Risk|50|Entity Name|EntityName|CLCE9017|"Report the name of the entity that is the primary source of repayment for the facility in Field 15. Full legal corporate name is desirable. If the entity is an individual(s) (Natural Person(s)), do not report the name; instead substitute with the text: ""Individual."""|Dynamic|Mandatory|Must not contain a carriage return, line feed, comma or any unprintable character. Leave blank if the entity is the same as the Obligor identified in Field 2.|1||192|3
FR Y-14Q|Schedule H: Wholesale Risk|51|Entity Internal Risk Rating|EntityInternalRi skRating|CLCEG080|For the entity identified in Field 49, report the entity rating grade from the reporting BHC’s or IHC’s or SLHC’s internal risk rating system. This is the reporting entity’s probability of default (PD) rating. If the reporting BHC or IHC or SLHC uses a one-dimensional risk rating system, record t...|Dynamic|Mandatory|Free text indicating the entity rating grade. Leave blank if the entity is the same as the Obligor identified in Field 2.|1||192|4
FR Y-14Q|Schedule H: Wholesale Risk|52|Date of Financials|DateFinancials|CLCE9999|Report the as of date of the financial information, related to the entity identified in Field 2 or Field 49, that is reported in the Obligor Financial Data Section.|Dynamic|Mandatory|Must be in yyyy- mm-dd format, e.g.: 2005-02-01 1999-12-14|1||193|1
FR Y-14Q|Schedule H: Wholesale Risk|53|Date of Last Audit|DateLastAudit|CLCE4929|Report the date of the last audited financial statements of the entity identified in Field 2 or Field 49. Date of last audit may or may not be the same date as the date of the financials (Field 52). If there is no audit date, enter 9999-12-31.|Dynamic|Mandatory|Must be in yyyy- mm-dd format, e.g.: 2005-02-01 1999-12-14|1||193|2
FR Y-14Q|Schedule H: Wholesale Risk|54|Net Sales Current|NetSalesCurrent |CLCEM301|Report the gross sales of the entity identified in Field 2 or Field 49 reduced by cash discounts, trade discounts, and returned sales and allowances for which credit is given to customers less returns and allowances, freight out, and cash discounts allowed for the designated period. Report data f...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||193|3
FR Y-14Q|Schedule H: Wholesale Risk|55|Net Sales Prior Year|NetSalesPriorYe ar|CLCEM302|Report the gross sales of the entity identified in Field 2 or Field 49 reduced by cash discounts, trade discounts, and returned sales and allowances for which credit is given to customers less returns and allowances, freight out, and cash discounts allowed. Report data for the trailing twelve mon...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non-numeric formatting (no dollar sign, commas or decimal).|1||193|4
FR Y-14Q|Schedule H: Wholesale Risk|58|Interest Expense|InterestExpense |CLCEM305|Report the periodic expense to the entity identified in Field 2 or Field 49 of securing short and long-term debt. Report data for the trailing twelve month (TTM) period ended on the date reported in Field 52.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non-numeric formatting (no dollar sign, commas or decimal).|1||194|3
FR Y-14Q|Schedule H: Wholesale Risk|59|Net Income Current|NetIncomeCurr ent|CLCEM306|Report the income (or loss) reported by the entity identified in Field 2 or Field 49 after expenses and losses have been subtracted from all revenues and gains for the fiscal period including discontinued operations. Report data for the trailing twelve month (TTM) period ended on the date reporte...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non-numeric formatting (no dollar sign, commas or decimal).|1||194|4
FR Y-14Q|Schedule H: Wholesale Risk|60|Net Income Prior Year|NetIncomePrior Year|CLCEM307|Report the income (or loss) reported by the entity identified in Field 2 or Field 49 after expenses and losses have been subtracted from all revenues and gains for the fiscal period including discontinued operations. Report data for the trailing twelve month (TTM) period ended one year prior to t...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||195|1
FR Y-14Q|Schedule H: Wholesale Risk|61|Cash & Marketable Securities|CashMarketable Securities|CLCEM308|Report the cash, depository accounts and marketable securities of the entity identified in Field 2 or Field 49 that can be easily sold and readily converted into cash.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||195|2
FR Y-14Q|Schedule H: Wholesale Risk|62|Accounts Receivable  Current|A/R|CLCEM309|Report the money owed to the entity identified in Field 2 or Field 49 for merchandise or services or services sold on open account.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||195|3
FR Y-14Q|Schedule H: Wholesale Risk|63|Accounts Receivable  Prior Year|A/R|CLCEM310|Report the money owed to the entity identified in Field 2 or Field 49 for merchandise or services or services sold on open account. Report data one year prior to date reported in Field 52.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||196|1
FR Y-14Q|Schedule H: Wholesale Risk|63|ASC326-20|ASC32620|ASC326|Report the allowance for credit losses per ASC 326- 20. Provide at the credit facility level if available otherwise report a pro-rated allocation from the collective (pool).|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting such as no dollar signs, commas or decimals. Should be 0 if there is no ASC326- 20 Reserve for the loan.|1||249|2
FR Y-14Q|Schedule H: Wholesale Risk|64|Inventory Current|InventoryCurre nt|CLCEM311|Report the value of the raw materials, work in process, supplies used in operations, finished goods, and merchandise bought for resale of the entity identified in Field 2 or Field 49.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||196|2
FR Y-14Q|Schedule H: Wholesale Risk|65|Inventory Prior Year|InventoryPriorY ear|CLCEM312|Report the value of the raw materials, work in process, supplies used in operations, finished goods, and merchandise bought for resale of the entity identified in Field 2 or Field 49 Report data one year prior to date reported in Field 52.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||196|3
FR Y-14Q|Schedule H: Wholesale Risk|66|Current Assets Current|CurrentAssetsCu rrent|CLCEM313|Report the cash, accounts receivable, inventory, and other assets of the entity identified in Field 2 or Field 49 that are likely to be converted into cash, sold, exchanged, or expensed in the normal course of business, usually within one year and other assets expected to be converted to cash wit...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||196|4
FR Y-14Q|Schedule H: Wholesale Risk|67|Current Assets Prior Year|CurrentAssetsPr iorYear|CLCEM314|Report the cash, accounts receivable, inventory, and other assets of the entity identified in Field 2 or Field 49 that are likely to be converted into cash, sold, exchanged, or expensed in the normal course of business, usually within one year and other assets expected to be converted to cash wit...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||197|1
FR Y-14Q|Schedule H: Wholesale Risk|68|Tangible Assets|TangibleAssets|CLCEM315|Report the assets of the entity identified in Field 2 or Field 49 having a physical existence, such as cash, equipment, real estate, real property, and personal property such as buildings and machinery; accounts receivable are also usually considered tangible assets for accounting purposes. Tangi...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||197|2
FR Y-14Q|Schedule H: Wholesale Risk|69|Fixed Assets|FixedAssets|CLCEM316|Report the tangible property of the entity identified in Field 2 or Field 49 used in the business and not for resale. This includes, but is not limited to, buildings, furniture, fixtures, equipment, and land. Report fixed assets net of depreciation.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||197|3
FR Y-14Q|Schedule H: Wholesale Risk|70|Total Assets  Current|TA|CLCE2170|Report the sum of the current assets of the entity identified in Field 2 or Field 49 plus net property, plant, and equipment plus other non-current assets (including, but not limited to, intangible assets, deferred items, and investments and advances) as of the date reported in Field 52.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||198|1
FR Y-14Q|Schedule H: Wholesale Risk|71|Total Assets  Prior Year|TA|CLCEM317|Report the sum of the current assets of the entity identified in Field 2 or Field 49 plus net property, plant, and equipment plus other non-current assets (including, but not limited to, intangible assets, deferred items, and investments and advances). Report data one year prior to date reported ...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.:20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||198|2
FR Y-14Q|Schedule H: Wholesale Risk|72|Accounts Payable  Current|A/P|CLCE3066|Report the obligations owed to the creditors of the entity identified in Field 2 or Field 49 arising from the entity’s ongoing operations, including the purchase of goods, materials, supplies, and services as of the date reported in Field 52.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||198|3
FR Y-14Q|Schedule H: Wholesale Risk|73|Accounts Payable  Prior Year|A/P|CLCEM325|Report the obligations owed to the creditors of the entity identified in Field 2 or Field 49 arising from the entity’s ongoing operations, including the purchase of goods, materials, supplies, and services. Report data one year prior to date reported in Field 52.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||198|4
FR Y-14Q|Schedule H: Wholesale Risk|74|Short Term Debt|ShortTermDebt |CLCEM319|Report the debt obligations of the entity identified in Field 2 or Field 49 with a term of less than one year.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||199|1
FR Y-14Q|Schedule H: Wholesale Risk|75|Current Maturities of Long Term Debt|CurrentMaturiti esLongTermDebt |CLCEM320|Report the portion of long-term debt of the entity identified in Field 2 or Field 49 due within one year.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||199|2
FR Y-14Q|Schedule H: Wholesale Risk|76|Current Liabilities Current|CurrentLiabiliti esCurrent|CLCEM321|Report the short-term debt, accounts payable and other current liabilities of the entity identified in Field 2 or Field 49 that are due within one year.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||199|3
FR Y-14Q|Schedule H: Wholesale Risk|77|Current Liabilities Prior Year|CurrentLiabiliti esPriorYear|CLCEM322|Report the short-term debt, accounts payable and other current liabilities of the entity identified in Field 2 or Field 49 that are due within one year. Report data one year prior to date reported in Field 52.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||199|4
FR Y-14Q|Schedule H: Wholesale Risk|78|Long Term Debt|LongTermDebt|CLCEM323|Report the liabilities of the entity identified in Field 2 or Field 49 that are due in one year or more.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||200|1
FR Y-14Q|Schedule H: Wholesale Risk|79|Minority Interest|MinorityInteres t|CLCE4484|Report the interest of shareholders who, in the aggregate, own less than half the shares in a corporation. On the consolidated balance sheets of companies whose subsidiaries are not wholly owned, the minority interest is shown as a separate equity account or as a liability of indefinite term. Ent...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal). Enter ‘NA’ if not applicable.|1||200|2
FR Y-14Q|Schedule H: Wholesale Risk|80|Total Liabilities|TotalLiabilities|CLCE2950|Report the sum of current liabilities plus long- term debt plus other non-current liabilities (including deferred taxes, investment tax credit, and minority interest) of the entity identified in Field 2 or Field 49.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||200|3
FR Y-14Q|Schedule H: Wholesale Risk|81|Retained Earnings|RetainedEarnin gs|CLCE3247|Report the cumulative retained earnings of the entity identified in Field 2 or Field 49 less total dividend distributions to shareholders. Typically, it is the prior year’s retained earnings plus net income less distributions.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||201|1
FR Y-14Q|Schedule H: Wholesale Risk|82|Capital Expenditures|CapitalExpendit ures|CLCEM324|Report the funds used to acquire a long-term asset resulting in depreciation deductions over the life of the acquired asset. Report gross of depreciation. Report data for the trailing twelve month (TTM) period ended on the date reported in Field 52.|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting (no dollar sign, commas or decimal).|1||201|2
FR Y-14Q|Schedule H: Wholesale Risk|89|Loss Given Default|LGD|CLCOG081|For firms that are subject to the advanced approaches for regulatory capital, report the advanced IRB LGD estimate at the loan level as defined in the Rule. If the credit facility includes multiple loans with different LGD assignments, report the dollar weighted average LGD that approximates the ...|Dynamic|Mandatory|Express as a decimal to 4 decimal places, e.g., 0.05% is 0.0005. Use decimal format; do not use scientific notation. If the reporting entity does not assign a credit facility LGD estimate, report ‘NA.’|1||203|2
FR Y-14Q|Schedule H: Wholesale Risk|102|ASC326-20|ASC32620|ASC326|Report the allowance for credit losses per ASC 326-20. Provide at the credit facility level if available, otherwise report a pro-rated allocation from the collective (pool) basis. Provide if available at a credit facility level, otherwise a pro-rated allocation from the collective (pool) level to...|Dynamic|Mandatory|Rounded whole dollar amount, e.g.: 20000000 Supply numeric values without any non- numeric formatting such as dollar sign, commas or decimals. Should be 0 if there is no ASC326-20 Reserve for the loan.|1||212|1
