Report Name|Schedule Name|Line Item #|Line Item Name|Technical Line Item Name|MDRM|Description|Static or Dynamic|Mandatory or Optional|Format|# of reports or schedules used in|Other Schedule Reference
FR Y-14Q|Schedule H: Wholesale Risk|62|Accounts Receivable (A/R) Current (AccountsReceiv ableCurrent)|Accounts Receivable (A/R) Current (AccountsReceiv ableCurrent)|CLCEM309|Report the money owed to the entity identified in Field 2 or Field 49 for merchandise or services...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|63|Accounts Receivable (A/R) Prior Year (AccountsReceiv ablePriorYear)|Accounts Receivable (A/R) Prior Year (AccountsReceiv ablePriorYear)|CLCEM310|Report the money owed to the entity identified in Field 2 or Field 49 for merchandise or services...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|63|ASC326-20 (ASC32620)|ASC326-20 (ASC32620)|ASC326|Report the allowance for credit losses per ASC 326- 20. Provide at the credit facility level if a...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without any
non- numeric formatting such as
no dollar signs, commas or
decimals.
Should be 0 if there is no ASC326-
20 Reserve for the loan."|1|
FR Y-14Q|Schedule H: Wholesale Risk|64|Inventory Current (InventoryCurre nt)|Inventory Current (InventoryCurre nt)|CLCEM311|Report the value of the raw materials, work in process, supplies used in operations, finished goo...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|65|Inventory Prior Year (InventoryPriorY ear)|Inventory Prior Year (InventoryPriorY ear)|CLCEM312|Report the value of the raw materials, work in process, supplies used in operations, finished goo...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|65|Current Maturity Date (CurrentMatur ityDate)|Current Maturity Date (CurrentMatur ityDate)|9999|Report the maturity date as the last date upon which the funds must be repaid, exclusive of exten...|Dynamic|Mandatory|"Must be in yyyy- mm-dd format,
e.g.:
2005-02-01
1999-12-14"|1|
FR Y-14Q|Schedule H: Wholesale Risk|66|Current Assets Current (CurrentAssetsCu rrent)|Current Assets Current (CurrentAssetsCu rrent)|CLCEM313|Report the cash, accounts receivable, inventory, and other assets of the entity identified in Fie...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|67|Current Assets Prior Year (CurrentAssetsPr iorYear)|Current Assets Prior Year (CurrentAssetsPr iorYear)|CLCEM314|Report the cash, accounts receivable, inventory, and other assets of the entity identified in Fie...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|68|Tangible Assets (TangibleAssets)|Tangible Assets (TangibleAssets)|CLCEM315|Report the assets of the entity identified in Field 2 or Field 49 having a physical existence, su...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|69|Fixed Assets (FixedAssets)|Fixed Assets (FixedAssets)|CLCEM316|Report the tangible property of the entity identified in Field 2 or Field 49 used in the business...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|70|Total Assets (TA) Current (TotalAssetsCurr ent)|Total Assets (TA) Current (TotalAssetsCurr ent)|CLCE2170|Report the sum of the current assets of the entity identified in Field 2 or Field 49 plus net pro...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.:
20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|71|Total Assets (TA) Prior Year (TotalAssetsPrio rYear)|Total Assets (TA) Prior Year (TotalAssetsPrio rYear)|CLCEM317|Report the sum of the current assets of the entity identified in Field 2 or Field 49 plus net pro...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.:20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|72|Accounts Payable (A/P) Current (AccountsPayabl eCurrent)|Accounts Payable (A/P) Current (AccountsPayabl eCurrent)|CLCE3066|Report the obligations owed to the creditors of the entity identified in Field 2 or Field 49 aris...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|73|Accounts Payable (A/P) Prior Year (AccountsPayabl ePriorYear)|Accounts Payable (A/P) Prior Year (AccountsPayabl ePriorYear)|CLCEM325|Report the obligations owed to the creditors of the entity identified in Field 2 or Field 49 aris...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|74|Short Term Debt (ShortTermDebt )|Short Term Debt (ShortTermDebt )|CLCEM319|Report the debt obligations of the entity identified in Field 2 or Field 49 with a term of less t...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|75|Current Maturities of Long Term Debt (CurrentMaturiti esLongTermDebt )|Current Maturities of Long Term Debt (CurrentMaturiti esLongTermDebt )|CLCEM320|Report the portion of long-term debt of the entity identified in Field 2 or Field 49 due within o...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|76|Current Liabilities Current (CurrentLiabiliti esCurrent)|Current Liabilities Current (CurrentLiabiliti esCurrent)|CLCEM321|Report the short-term debt, accounts payable and other current liabilities of the entity identifi...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|77|Current Liabilities Prior Year (CurrentLiabiliti esPriorYear)|Current Liabilities Prior Year (CurrentLiabiliti esPriorYear)|CLCEM322|Report the short-term debt, accounts payable and other current liabilities of the entity identifi...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|78|Long Term Debt (LongTermDebt)|Long Term Debt (LongTermDebt)|CLCEM323|Report the liabilities of the entity identified in Field 2 or Field 49 that are due in one year o...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|79|Minority Interest (MinorityInteres t)|Minority Interest (MinorityInteres t)|CLCE4484|Report the interest of shareholders who, in the aggregate, own less than half the shares in a cor...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal).
Enter ‘NA’ if not applicable."|1|
FR Y-14Q|Schedule H: Wholesale Risk|80|Total Liabilities (TotalLiabilities)|Total Liabilities (TotalLiabilities)|CLCE2950|Report the sum of current liabilities plus long- term debt plus other non-current liabilities (in...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|81|Retained Earnings (RetainedEarnin gs)|Retained Earnings (RetainedEarnin gs)|CLCE3247|Report the cumulative retained earnings of the entity identified in Field 2 or Field 49 less tota...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|82|Capital Expenditures (CapitalExpendit ures)|Capital Expenditures (CapitalExpendit ures)|CLCEM324|Report the funds used to acquire a long-term asset resulting in depreciation deductions over the ...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
(no dollar sign, commas or
decimal)."|1|
FR Y-14Q|Schedule H: Wholesale Risk|88|Probability of Default (PD) (ProbabilityOfDe fault)|Probability of Default (PD) (ProbabilityOfDe fault)|0005|For firms that are subject to the advanced approaches for regulatory capital, report the advanced...|Dynamic|Mandatory|"Express as a decimal to 4
decimal places, e.g., 0.05% is
0.0005; 100% is 1. Use decimal
format; do not use scientific
notation.
If the reporting entity does not
assign a PD estimate to the
Obligor Internal Risk Rating,
report ‘NA.’"|1|
FR Y-14Q|Schedule H: Wholesale Risk|89|Loss Given Default (LGD)|Loss Given Default (LGD)|CLCOG081|For firms that are subject to the advanced approaches for regulatory capital, report the advanced...|Dynamic|Mandatory|"Express as a decimal to 4
decimal places, e.g., 0.05% is
0.0005. Use decimal format; do
not use scientific notation.
If the reporting entity does not
assign a credit facility LGD
estimate, report ‘NA.’"|1|
FR Y-14Q|Schedule H: Wholesale Risk|91|Renewal Date (RenewalDate)|Renewal Date (RenewalDate)|9999|If the credit facility has been renewed per the terms of the original loan agreement, re-priced, ...|Dynamic|Mandatory|"Must be in yyyy-mm-dd format,
e.g.:
2005-02-01
1999-12-14"|1|
FR Y-14Q|Schedule H: Wholesale Risk|92|Credit Facility Currency (CreditFacilityCu rrency)|Credit Facility Currency (CreditFacilityCu rrency)|4217|Indicate the currency denomination for contractual principal and interest payments on the credit ...|Dynamic|Mandatory|"Standard ISO 4127 three-letter
currency codes available at
http://www.iso.org/iso/curren
cy_codes"|1|
FR Y-14Q|Schedule H: Wholesale Risk|96|Participation Interest (ParticipationInt erest)|Participation Interest (ParticipationInt erest)|0005|For participated or syndicated credit facilities that have closed and settled, report the percent...|Dynamic|Mandatory|"Express as a decimal to 4
decimal places, e.g., 0.05% is
0.0005. Use decimal format; do
not use scientific notation.
Report NA if the credit facility is
reported as options 1, 2, or 3 in
Field 100.
For fronting exposures, report 1."|1|
FR Y-14Q|Schedule H: Wholesale Risk|101|Target Hold (TargetHold)|Target Hold (TargetHold)|0005|For loans in the syndicated loan pipeline (Options 1, 2 or 3 in Field 100), report the percentage...|Dynamic|Mandatory|"Express as a decimal to 4
decimal places, e.g., 0.05% is
0.0005. Use decimal format;
do not use scientific notation.
Report NA if the credit facility
is reported as option 0 or 4 in
Field 100."|1|
FR Y-14Q|Schedule H: Wholesale Risk|102|ASC326-20 (ASC32620)|ASC326-20 (ASC32620)|ASC326|Report the allowance for credit losses per ASC 326-20. Provide at the credit facility level if av...|Dynamic|Mandatory|"Rounded whole dollar amount,
e.g.: 20000000
Supply numeric values without
any non- numeric formatting
such as dollar sign, commas or
decimals.
Should be 0 if there is no
ASC326-20 Reserve for the
loan."|1|
FR Y-14Q|Schedule H: Wholesale Risk|104|Current Maturity Date (CurrentMaturit yDate)|Current Maturity Date (CurrentMaturit yDate)|9999|Report the maturity date as the last date upon which the funds must be repaid, exclusive of exten...|Dynamic|Mandatory|"Must be in yyyy- mm-dd format,
e.g.:
2005-02-01
1999-12-14"|1|
FR Y-14Q|Schedule H: Wholesale Risk||te)|te)|1999|becomes a legally binding commitment). If there has been a major modification to the loan such th...|Dynamic|Mandatory|"1999-12-14
Must be before or equal to the
period end date of the data."|1|
FR Y-14Q|Schedule L: Counterparty|10|consolidated counterparties with the largest sensitivities to a given risk factor (i.e. top 10 by...|consolidated counterparties with the largest sensitivities to a given risk factor (i.e. top 10 by...|CACUR526|) Report the risk factor category associated with the reported sensitivity. The risk factors cons...|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Vanilla Interest Rate|Vanilla Interest Rate|CACSR592|CACSR606|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Vanilla FX|Vanilla FX|CACSR593|CACSR607|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Vanilla Commodity (Cash)|Vanilla Commodity (Cash)|CACSR594|CACSR608|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Vanilla Credit|Vanilla Credit|CACSR595|CACSR609|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Vanilla Equity|Vanilla Equity|CACSR596|CACSR610|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Structured Interest Rate|Structured Interest Rate|CACSR597|CACSR611|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Flow Exotic and Structured FX|Flow Exotic and Structured FX|CACSR598|CACSR612|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Other Cash & Physical Commodity|Other Cash & Physical Commodity|CACSR599|CACSR613|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Other (Single Name) Credit|Other (Single Name) Credit|CACSR600|CACSR614|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Structured (Multi-Name) Credit|Structured (Multi-Name) Credit|CACSR601|CACSR615|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Exotic Equity|Exotic Equity|CACSR602|CACSR616|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Hybrids|Hybrids|CACSR603|CACSR617|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Structured Products (MBS, ABS, TBAs)|Structured Products (MBS, ABS, TBAs)|CACSR604|CACSR618|Dynamic|Mandatory||1|
FR Y-14Q|Schedule L: Counterparty||Other|Other|CACSR605|CACSR655|Dynamic|Mandatory||1|
