Report Name|Schedule Name|Line Item #|Line Item Name|Technical Line Item Name|MDRM|Description|Static or Dynamic|Mandatory or Optional|Format|# of reports or schedules used in|Other Schedule Reference
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|98|Interest Rate|Interest Rate|M262|Reduced|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|99|Interest Rate|Interest Rate|M232|Report whether the interest rate was frozen and at a lower Y=Yes|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|100|Term Extended|Term Extended|M929||Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|101|P&I Amount|P&I Amount|M930|Before Modification|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|102|P&I Amount After|P&I Amount After|M931|Modification|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|103|Interest Rate|Interest Rate|M932|Report the interest rate in the month prior to loan . E.g.: to 5 decimals|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|104|Interest Rate|Interest Rate|M933|Report the interest rate in the month after loan modification. . E.g.: to 5 decimals|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|105|Remaining Term|Remaining Term|M934|Before Modification|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|106|Remaining Term|Remaining Term|M935|After Modification|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|107|Escrow Amount|Escrow Amount|M936|. Before Modification (Retired March|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|108|Escrow Amount|Escrow Amount|M937|After Modification (Retired March|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|109|Alternative Home|Alternative Home|M938|Liquidation Loss Mitigation Date|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|110|Alternative Home|Alternative Home|M939|Retention Loss Mitigation Date|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|111|Original Property|Original Property|M940|Report the method by which the value of the property was 1=Full Appraisal|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|112|Third Party Sale|Third Party Sale|M941|Identification of Third Party Sales at time of Foreclosure Sale 0 = The loan was|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|113|Escrow Amount|Escrow Amount|M268|Report the scheduled escrow amount (including taxes and|Dynamic|Mandatory|Whole Number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|114|Escrow Amount|Escrow Amount|M942|at Origination|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|115|Remodified Flag|Remodified Flag|M943|Report whether the loan has been modified more than once in N = No|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|116|Mortgage|Mortgage|M944|Report the mortgage insurance company. MI Company Numeric Insurance Coding|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|117|Interest Type at|Interest Type at|M244|Report the interest type at origination. 1 = Fixed|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|118|Entity Serviced|Entity Serviced|M945|Report the federal regulator of the BHC or IHC or SLHC 1 = FRB|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|119|Loss/Write down|Loss/Write down|M241|Amount 60|Dynamic|Mandatory||4|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.2 Portfolio Level Table, Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.2 Portfolio Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|120|Loss/Write down|Loss/Write down|M947|Date|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|121|Sales Price of|Sales Price of|M948|Report the final sales price at which the property was|Dynamic|Mandatory|Whole Number|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|122|Performance of|Performance of|M949|Junior Lien(s)|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|123|Ever 90+ DPD in|Ever 90+ DPD in|M950|• the Past 12 months|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|124|Commercial Loan|Commercial Loan|M951|Report whether the loan is a commercial real estate (CRE) or 0 = No. This loan is|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|125|Probability of|Probability of|M114|Report the Probability of Default (PD) for the account as A one in ten s|Dynamic|Mandatory||3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|126|Loss Given|Loss Given|M115|Report the Loss Given Default (LGD) for the account as defined A ninety percent s|Dynamic|Mandatory||3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|127|Expected Loss|Expected Loss|M116|Report the Expected Loss Given Default (ELGD) parameter for A ninety percent s|Dynamic|Mandatory||3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|128|Exposure at|Exposure at|M117|Report the dollar Exposure at Default (EAD) for the account as|Dynamic|Mandatory|Whole Number|3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|129|Entity Type|Entity Type|M952|Report the registered entity type of the BHC, IHC or SLHC 1 = National Bank|Dynamic|Mandatory||3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|130|HFI FVO/HFS|HFI FVO/HFS|M953|Portfolio HFI FVO / HFS Flag – Report whether all portfolio Y= Yes|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|131|Interest Only|Interest Only|M954|Report the number of months where the loan payment is|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|132|Interest Type -|Interest Type -|M248|Report the loan interest type in the current reporting month. 1 = Fixed|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|133|Product Type –|Product Type –|M955|Report the product type as of the loan origination 1 = Fixed 30|Dynamic|Mandatory|Character(2)|1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|134|Origination|Origination|R036|List the vendor of the commercially available credit bureau 1=FICO|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|135|Origination|Origination|R037|Provide the version of the commercially available credit|Dynamic|Mandatory|Character(30)|3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|136|Current Credit|Current Credit|R038|List the vendor of the commercially available credit bureau 1=FICO|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|137|Current Credit|Current Credit|R039|Provide the version of the commercially available credit|Dynamic|Mandatory|Character(30)|3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|138|Current Credit|Current Credit|S382|Provide the date on which the commercially available credit|Dynamic|Mandatory|YYYYMMDD|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|139|Serviced by|Serviced by|R622|Indicates the servicer of the loan. Y-Yes|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|140|Reporting As of|Reporting As of|R623|Indicate the reporting as of month date.|Dynamic|Mandatory|YYYYMM|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|141|National Bank|National Bank|JA26|Report the RSSD ID of the national bank that has a financial RSSD ID of a|Dynamic|Mandatory||3|Schedule D: Domestic Credit Card - D.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|142|Actual Payment|Actual Payment|M259|Actual Payment Amount – Report the actual dollar amount of for|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|143|Workout Type|Workout Type|PG60|Report the workout type started. This line item should be Started coded for any loan where a loss mitigation effort has started or Workout Plan|Dynamic|Mandatory||2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.2 Portfolio Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table|144|Fair Value|Fair Value|PG61|Report the current fair value of the loan as of the reporting for|Dynamic|Mandatory||1|
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.2 Portfolio Level Table|1|Portfolio|Portfolio|M240|Report the portfolio segment. 1 = Serviced|Dynamic|Mandatory|Character(1)|2|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.2 Portfolio Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.2 Portfolio Level Table|2|Unpaid|Unpaid|M201|Unpaid Principal Balance – Report the total principal Current unpaid balance|Dynamic|Mandatory||4|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.2 Portfolio Level Table, Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.2 Portfolio Level Table|3|Loss /|Loss /|M241|Loss / Write-down Amount – For all active loans, report Cumulative lifetime loss|Dynamic|Mandatory||4|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.2 Portfolio Level Table, Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table, Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|1|Loan Number|Loan Number|M142|Loan Number – Report an identifier for a loan that will be the A contributor|Dynamic|Mandatory|Character (32)|3|Schedule C: Address Matching Loan Level - C.1 Data Table, Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|2|Loan Closing|Loan Closing|M143|Loan Closing Date – Report the date the loan originally closed.|Dynamic|Mandatory|YYYYMMDD|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|3|First|First|M144|First Payment Date – Report the date the borrower was|Dynamic|Mandatory|YYYYMMDD|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|4|Property|Property|9200|Property State – Report the state in which the property is|Dynamic|Mandatory|Character(2)|3|Schedule C: Address Matching Loan Level - C.1 Data Table, Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|5|Property ZIP|Property ZIP|9220|Property Zip Code – Report the five-digit ZIP code. Five-digit number.|Dynamic|Mandatory|Character(5)|3|Schedule C: Address Matching Loan Level - C.1 Data Table, Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|6|Original Loan|Original Loan|M147|Original Loan Amount Disbursed- Report the dollar amount of for|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|7|Original Loan|Original Loan|M242|Original Loan / Line Commitment- Report the total credit line for|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|8|Original|Original|M148|Original Property Value – Report the property value in dollars for|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|9|Original|Original|M150|Original Combined LTV – Report the original combined loan- Provide as a|Dynamic|Mandatory|Numeric, to 2|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|10|Income|Income|M151|Report how the borrower’s income levels were documented at Income|Dynamic|Mandatory|Character (1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|11|Debt to|Debt to|M152|Debt to Income (DTI) - Report the back-end DTI ratio, which is|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|12|Debt to|Debt to|M153|Debt to Income (DTI) – Report the front-end DTI ratio, which is|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|13|Origination|Origination|M154|Report the credit score of the borrower at origination using a|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|14|Current|Current|M189|Report the current credit score of the borrower using a Provide as a whole|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|15|Occupancy|Occupancy|M155|Owner Occupancy Flag – Report Occupancy related information Occupancy Coding|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|16|Lien Position|Lien Position|M158|Lien Position at Origination – Report the position of this loan 1 = First lien|Dynamic|Mandatory|Character(1)|3|Schedule C: Address Matching Loan Level - C.1 Data Table, Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|17|Home Equity|Home Equity|M243|Report the home equity line type. 1 = Home Equity|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|18|Number of|Number of|M162|Number of units to the property financed by the loan – Report 1 = one unit|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|19|Property|Property|M164|Property Type - 1 = Single Family|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|20|Interest Type|Interest Type|M244|Report the interest type at origination. 1 = Fixed|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|21|Interest Only|Interest Only|M168|Interest Only at Origination - Report whether the loan required Y=Yes|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|22|Interest Only|Interest Only|M190|Interest Only in Reporting Month – Report whether the N = Was not I/O in|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|23|Loan Source|Loan Source|M159|Loan Source – Report the source by which the servicer 1 = Retail (Branch,|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|24|Credit Class|Credit Class|M156|1 = Prime|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|25|Loan / Line|Loan / Line|M245|Loan / Line Owner – Report the investor of the loan. 1 = Securitized|Dynamic|Mandatory|Character(1)|1|
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|26|ARM Initial|ARM Initial|M171|ARM initial rate adjustment period (In months)- Report the|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|27|ARM|ARM|M246|Report the payment reset frequency for adjustable rate loans in|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|28|Allowable|Allowable|M247|Draw Period – For lines of credit only, report the duration in 1 – 480;|Dynamic|Mandatory|Whole Number|1|
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|29|ARM Index|ARM Index|M173|Report the published financial index name used to determine 07 = COSI - Cost of|Dynamic|Mandatory|Character(2)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|30|ARM Margin|ARM Margin|M174|ARM margin- Report the margin for adjustable rate loans, Provide as a|Dynamic|Mandatory|Numeric, to 5|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|31|ARM Periodic|ARM Periodic|M176|ARM Periodic Rate Cap- Report the periodic interest rate cap Provide as a|Dynamic|Mandatory|Numeric, to 5|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|32|ARM Periodic|ARM Periodic|M177|ARM Periodic Rate Floor- Report the periodic interest rate floor Provide as a|Dynamic|Mandatory|Numeric, to 5|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|33|ARM Lifetime|ARM Lifetime|M178|ARM Lifetime Rate Cap- Report the lifetime interest rate for Provide as a|Dynamic|Mandatory|Numeric, to 5|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|34|ARM Lifetime|ARM Lifetime|M179|ARM Lifetime Rate Floor- Report the minimum lifetime interest Provide as a|Dynamic|Mandatory|Numeric, to 5|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|35|ARM Periodic|ARM Periodic|M180|Pay Cap|Dynamic|Mandatory||2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|36|ARM Periodic|ARM Periodic|M181|Pay Floor|Dynamic|Mandatory||2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|37|Original|Original|M184|Report the term in months on the original loan/line.|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|38|Bankruptcy|Bankruptcy|M194|Bankruptcy flag – Report whether the borrower is in N = Not in|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|39|Next|Next|M196|Next payment due date – Report the due date for the next|Dynamic|Mandatory|YYYYMMDD|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|40|Original|Original|M185|Original Interest Rate – Report the annual percentage rate as Provide as a|Dynamic|Mandatory|Numeric, to 5|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|41|Current|Current|M197|Current Interest Rate – Report the annual percentage rate of Provide as a|Dynamic|Mandatory|Numeric, to 5|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|42|Interest Type|Interest Type|M248|Interest Type in Current Month – Report the interest type in the 1 = Fixed|Dynamic|Mandatory|Character(1)|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
FR Y-14M|Schedule B: Domestic Home Equity Loan and Home Equity Line - B.1 Loan/Line Level Table|43|Principal and|Principal and|M200|Principal and Interest (P&I) Amount Current – Report the|Dynamic|Mandatory|Whole Number|2|Schedule A: Domestic First Lien Closed-end 1-4 Family Residential Loan - A.1 Loan Level Table
